-9.239286041259765625e+01 1.486321563720703125e+02 -4.497535705566406250e+01 3.181377029418945312e+01 -4.148791503906250000e+01 1.726838684082031250e+01 -3.735520553588867188e+01 -4.851881408691406250e+01 1.303267097473144531e+01 -1.859998703002929688e+01 2.591728687286376953e+00 5.038184642791748047e+00 -1.512444782257080078e+01 -1.281220149993896484e+01 -1.429942226409912109e+01 1.038296508789062500e+01 -4.623338699340820312e+00 -1.361257743835449219e+01 -6.039499759674072266e+00 -9.022796630859375000e+00
-1.603431549072265625e+02 1.366308593750000000e+02 -5.448165893554687500e+01 4.988376617431640625e+01 -3.334357452392578125e+01 2.264039230346679688e+01 -3.208338928222656250e+01 -5.699787139892578125e+01 2.974031066894531250e+01 -2.187726593017578125e+01 1.233581066131591797e+00 7.451284885406494141e+00 -1.914906692504882812e+01 -1.839291000366210938e+01 -2.482426452636718750e+01 1.300656318664550781e+01 -8.529310226440429688e+00 -1.719027137756347656e+01 -3.838886022567749023e+00 -2.117581558227539062e+01
-1.572976226806640625e+02 1.291906738281250000e+02 -6.534748840332031250e+01 5.127112960815429688e+01 -3.148065185546875000e+01 2.440855979919433594e+01 -2.366991424560546875e+01 -4.917593383789062500e+01 2.759422111511230469e+01 -2.757101440429687500e+01 -5.935585498809814453e-01 6.468924045562744141e+00 -1.989443969726562500e+01 -1.884851837158203125e+01 -2.296395492553710938e+01 1.473021697998046875e+01 -1.099487686157226562e+01 -1.872547149658203125e+01 -6.547828674316406250e+00 -2.547817802429199219e+01
-1.584474639892578125e+02 1.382423553466796875e+02 -5.578144073486328125e+01 4.815747070312500000e+01 -3.242649459838867188e+01 2.694513702392578125e+01 -2.292389297485351562e+01 -4.877864074707031250e+01 2.938478469848632812e+01 -2.731533813476562500e+01 -6.131052970886230469e-01 1.103169059753417969e+01 -1.738659095764160156e+01 -2.026020050048828125e+01 -2.285556793212890625e+01 1.624995231628417969e+01 -1.323088741302490234e+01 -2.265093994140625000e+01 -2.183027744293212891e+00 -2.046149826049804688e+01
-1.576491546630859375e+02 1.373880920410156250e+02 -5.582650756835937500e+01 4.870427322387695312e+01 -3.348458099365234375e+01 2.542388153076171875e+01 -2.949441909790039062e+01 -5.458283233642578125e+01 3.096326255798339844e+01 -2.369879913330078125e+01 -3.412527963519096375e-02 7.680882453918457031e+00 -1.681476593017578125e+01 -1.615074539184570312e+01 -2.588941192626953125e+01 1.243474769592285156e+01 -9.468211174011230469e+00 -2.170654869079589844e+01 -8.562247276306152344e+00 -2.340736007690429688e+01
-1.640016174316406250e+02 1.333509826660156250e+02 -5.694267272949218750e+01 4.898692703247070312e+01 -3.232592773437500000e+01 2.312465286254882812e+01 -2.965124130249023438e+01 -5.447035980224609375e+01 3.120021057128906250e+01 -2.180628967285156250e+01 -2.890538930892944336e+00 2.517097711563110352e+00 -2.185394668579101562e+01 -2.044089508056640625e+01 -2.385704994201660156e+01 1.836130523681640625e+01 -7.995708465576171875e+00 -2.383880615234375000e+01 -1.159121131896972656e+01 -2.656340408325195312e+01
-1.640300903320312500e+02 1.389376983642578125e+02 -5.849133300781250000e+01 4.353793334960937500e+01 -3.144974517822265625e+01 2.383123397827148438e+01 -2.193632507324218750e+01 -5.475681304931640625e+01 2.898418045043945312e+01 -1.533959388732910156e+01 -1.426283836364746094e+00 8.812780380249023438e+00 -1.420979118347167969e+01 -1.954995727539062500e+01 -2.704204177856445312e+01 1.340536117553710938e+01 -1.027879524230957031e+01 -2.660588264465332031e+01 -8.040832519531250000e+00 -2.365860939025878906e+01
-1.610103607177734375e+02 1.396039276123046875e+02 -5.954859161376953125e+01 4.162403869628906250e+01 -3.364869689941406250e+01 2.180047988891601562e+01 -2.584352493286132812e+01 -5.506261444091796875e+01 2.805907440185546875e+01 -1.559593391418457031e+01 -5.436760783195495605e-01 3.678083658218383789e+00 -1.786060333251953125e+01 -1.947077751159667969e+01 -2.903997421264648438e+01 8.049280166625976562e+00 -7.775465011596679688e+00 -1.947463226318359375e+01 -1.335211467742919922e+01 -2.618671989440917969e+01
-1.638982696533203125e+02 1.431113586425781250e+02 -5.549862670898437500e+01 3.989159393310546875e+01 -3.227332305908203125e+01 2.335090255737304688e+01 -2.585966873168945312e+01 -5.597338867187500000e+01 2.670030212402343750e+01 -2.036501121520996094e+01 -3.139332771301269531e+00 1.254865169525146484e+01 -1.362006187438964844e+01 -2.510773468017578125e+01 -2.922592163085937500e+01 1.003171157836914062e+01 -8.923893928527832031e+00 -1.722954177856445312e+01 -7.800616264343261719e+00 -2.033641052246093750e+01
-1.695259246826171875e+02 1.345677337646484375e+02 -5.475663757324218750e+01 4.504315948486328125e+01 -3.613644027709960938e+01 2.282488441467285156e+01 -1.981167221069335938e+01 -4.877561569213867188e+01 3.021598052978515625e+01 -2.353133773803710938e+01 -4.582291126251220703e+00 8.714616775512695312e+00 -1.481087875366210938e+01 -1.865760421752929688e+01 -3.067768096923828125e+01 1.084529399871826172e+01 -5.641798019409179688e+00 -2.232935142517089844e+01 -1.048217964172363281e+01 -2.784979248046875000e+01
-9.189698028564453125e+01 2.090940246582031250e+02 -3.255747604370117188e+01 6.457492065429687500e+01 -2.045509529113769531e+01 1.489130210876464844e+01 -4.257587909698486328e+00 -2.303429794311523438e+01 3.164601898193359375e+01 -1.187365341186523438e+01 6.262535095214843750e+00 9.463722109794616699e-01 -1.770442771911621094e+01 -1.418195724487304688e+00 -6.161723136901855469e+00 9.724193572998046875e+00 -1.093397903442382812e+01 -2.543234062194824219e+01 -2.428279113769531250e+01 -1.349735069274902344e+01
