time(s),200380,100229,110420,100237,100228,100239,100241,100242,100240,100238
0.0,13.6627,3.6560099999999998,9.70917,13.2553,6.98395,4.01154,1.3092,17.256,14.8407,15.0055
0.02,13.6627,3.6590599999999998,9.71222,13.2568,6.9809,4.01154,1.3092,17.2545,14.8315,15.0055
0.04,13.6581,3.6621099999999998,9.70917,13.2568,6.985469999999999,4.01154,1.3092,17.2575,14.83,15.004000000000001
0.06,13.6612,3.6575300000000004,9.71374,13.2553,6.982419999999999,4.01306,1.30768,17.2438,14.8285,15.004000000000001
0.08,13.652000000000001,3.6560099999999998,9.71374,13.2538,6.98395,4.01611,1.3092,17.2408,14.83,15.0024
0.1,13.6459,3.6560099999999998,9.71222,13.2568,6.988519999999999,4.01306,1.3092,17.2316,14.8315,15.0024
0.12,13.6459,3.6621099999999998,9.71069,13.2553,6.98395,4.01764,1.30768,17.2179,14.8148,15.0055
0.14,13.649000000000001,3.6590599999999998,9.70764,13.2553,6.982419999999999,4.01306,1.30768,17.2102,14.8163,15.004000000000001
0.16,13.6505,3.6605800000000004,9.71222,13.2538,6.987,4.01306,1.30615,17.2072,14.8163,15.0055
0.18,13.6459,3.6575300000000004,9.71222,13.2553,6.982419999999999,4.01306,1.3092,17.1965,14.8163,15.007
0.2,13.6383,3.6575300000000004,9.70612,13.2553,6.985469999999999,4.01459,1.30768,17.1843,14.8148,15.007
0.22,13.6322,3.6575300000000004,9.70917,13.2568,6.985469999999999,4.01459,1.30768,17.1721,14.8163,15.007
0.24,13.6383,3.6605800000000004,9.70764,13.2584,6.9809,4.01306,1.30768,17.1584,14.8056,15.0055
0.26,13.6246,3.6590599999999998,9.70917,13.2553,6.98395,4.01306,1.30768,17.1584,14.8041,15.0024
0.28,13.623,3.6590599999999998,9.70764,13.2568,6.985469999999999,4.01306,1.30768,17.1431,14.8071,15.0009
0.3,13.623,3.6560099999999998,9.70917,13.2568,6.98395,4.01001,1.31073,17.1355,14.8071,15.004000000000001
0.32,13.6124,3.6605800000000004,9.70764,13.2553,6.9809,4.01306,1.30615,17.1217,14.8041,15.0055
0.34,13.6108,3.6590599999999998,9.71069,13.2568,6.985469999999999,4.01306,1.30768,17.1111,14.8041,15.0055
