1.606705365980696515e+05 5.496817359685249871e-01 1.505239932853629226e+00 1.422438812255859375e+02 2.984690408744002070e+03 2.594576457942686829e+03
8.252152437794764410e+04 5.582595897747630875e-01 1.613444833926483080e+00 1.537112579345703125e+02 3.039058536615921639e+03 2.621849852036885295e+03
3.336498507733752194e+04 5.277717994757793463e-01 1.759179205389770129e+00 1.693386077880859375e+02 3.016896162813764477e+03 2.602619688581032733e+03
4.269270379452419002e+04 5.634606693102447439e-01 1.951333086893044966e+00 1.564418487548828125e+02 3.084503192126163867e+03 2.568124860768816234e+03
2.830816223790331060e+04 5.444121212784485131e-01 1.903907975579290035e+00 1.502901763916015625e+02 3.010828751671818281e+03 2.545546018734783047e+03
3.591374119352637354e+04 5.860823402261833293e-01 2.321090019829355366e+00 1.311773071289062500e+02 2.953435231232229853e+03 2.467237357216637974e+03
3.740892804501859791e+04 5.569735451586584896e-01 2.348034930833607259e+00 1.658598937988281250e+02 2.860359674679390537e+03 2.432870867190986246e+03
3.267516896975809141e+04 5.366378611099255069e-01 2.291545174729484824e+00 1.682152099609375000e+02 2.824874454471073477e+03 2.419888458806082781e+03
3.193980689130033352e+04 5.402929948120065440e-01 2.278327350523897454e+00 1.576644592285156250e+02 2.804747000569590455e+03 2.393558418899684966e+03
1.216145128010882763e+05 4.881724955866528215e-01 2.114677378390775964e+00 1.295320434570312500e+02 2.590847247014466575e+03 2.288830377229690839e+03
2.734263276930762804e+05 4.233199490081726579e-01 1.728289227747198620e+00 1.103144073486328125e+02 2.377967481189384671e+03 2.188797204335615788e+03
