1.323680616688218724e+05 3.106255751951694233e-01 6.765533428315021469e-01 5.400468139648437500e+02 2.818646174603323743e+03 2.919355544422626735e+03
7.099514884823164903e+04 3.292814467333096129e-01 6.793563664378009515e-01 5.382547607421875000e+02 2.967475085988378851e+03 3.054556107070541202e+03
4.426053324633807642e+04 3.394597279742082030e-01 6.869978283358009197e-01 5.339615478515625000e+02 2.993786834777385593e+03 3.089149327026456831e+03
4.520290364183486963e+04 2.923377595449661026e-01 6.216819213701456626e-01 5.340706176757812500e+02 3.009888738250279857e+03 3.136573327522241925e+03
4.822715648521796538e+04 2.985888094563807771e-01 6.400369208184274461e-01 5.286038208007812500e+02 2.974382172885117598e+03 3.118104492102343556e+03
3.386089777376221900e+04 3.211727922805951430e-01 6.778142975084450184e-01 5.104982910156250000e+02 2.866474740037091578e+03 3.051633498379451339e+03
4.505016419718189718e+04 3.139247475187989522e-01 6.604381680868625093e-01 5.038269042968750000e+02 2.799188292451760390e+03 3.033916046805175029e+03
3.510331033853263216e+04 3.195646081126816695e-01 6.829721581717173029e-01 5.062889099121093750e+02 2.811847373407701980e+03 3.001447862270242240e+03
4.170013900937887229e+04 2.866650341793037793e-01 6.187044904870562245e-01 4.990716857910156250e+02 2.753603003579548385e+03 2.971952372422786993e+03
1.151936284465632052e+05 2.079272341984611527e-01 4.368873744451113317e-01 3.774235534667968750e+02 2.211061276699393602e+03 2.769419155057900753e+03
3.148862860962476116e+05 1.791758400289659436e-01 3.677596874550037032e-01 2.413683166503906250e+02 1.687887365384723807e+03 2.367709163903643457e+03
