2.295778825704479241e+05 1.577698501629592465e-01 8.735573723740083230e-01 1.460433654785156250e+02 2.106443361247643224e+03 2.657337130221526422e+03
1.028137944526161591e+05 2.035219079901343653e-01 9.607146916483343402e-01 2.024611663818359375e+02 2.452250104834997728e+03 2.821620414161594454e+03
8.091070380306078005e+04 2.529770667002916862e-01 1.154843554207220846e+00 2.375581817626953125e+02 2.797309025882403603e+03 2.936771330492115794e+03
7.208061484337369620e+04 2.636373103649036764e-01 1.131267048626229732e+00 2.483606262207031250e+02 2.832998386364921771e+03 2.948532399394336153e+03
8.915038456947822124e+04 2.433975743286209137e-01 1.177100432904099048e+00 2.315457458496093750e+02 2.606186033558269628e+03 2.813972625527208493e+03
8.941321191716396424e+04 2.266382928829413779e-01 1.240758938044486115e+00 2.024380493164062500e+02 2.454027759259499817e+03 2.680368294121770305e+03
8.284050758323728223e+04 1.986070964733283872e-01 1.151936653150889223e+00 2.001052856445312500e+02 2.517704340421128109e+03 2.765337817242877463e+03
8.649990375942309038e+04 1.991972114812146644e-01 1.160082213001955909e+00 1.842672576904296875e+02 2.400494864741252513e+03 2.658664331157217930e+03
7.130922348377254093e+04 2.274077827910607197e-01 1.146129146525916687e+00 2.209972839355468750e+02 2.477563878828696943e+03 2.708584953185325048e+03
5.928335987758159899e+04 2.395147658902822274e-01 8.798399251437055701e-01 2.647597656250000000e+02 2.708903361573609800e+03 2.730009709663899230e+03
1.180292105245290149e+05 1.930753738817256315e-01 7.564420572641408214e-01 2.394357757568359375e+02 2.676526274204472429e+03 2.560831260520138585e+03
