1.929464859762990964e+05 9.112121755299694426e-02 1.401838865599317474e-01 6.398262329101562500e+02 2.627513813726081935e+03 3.066232315217880114e+03
7.186734836949658347e+04 1.084840990704598884e-01 1.570086675405489018e-01 7.186506958007812500e+02 2.774417226052890328e+03 3.186289771234704858e+03
8.014610469273681701e+03 1.289073874104854911e-01 1.820510125291513737e-01 7.859765014648437500e+02 2.822808188785359562e+03 3.239692864384598124e+03
1.336391344281498277e+04 1.560492873412247239e-01 2.122966899975587407e-01 7.603739013671875000e+02 3.105595960678833308e+03 3.299274505071025033e+03
1.444586667173871319e+04 1.530130936871169356e-01 2.047616986380796922e-01 7.877259521484375000e+02 3.054365934962817391e+03 3.308803804929329544e+03
2.519453646146890969e+04 1.598627083562527418e-01 2.162959780876375915e-01 7.646561889648437500e+02 3.178577720886771203e+03 3.343396147912306333e+03
1.188753222794723479e+04 1.617957023978184583e-01 2.211409377143274124e-01 7.720084838867187500e+02 3.044027733621872812e+03 3.303956889145817058e+03
1.361284389938598906e+04 1.798796012415210810e-01 2.382732166404675500e-01 7.860347290039062500e+02 2.977657202242726271e+03 3.277199282680846409e+03
1.224390907348513974e+04 1.736912875766413733e-01 2.317099708297393479e-01 8.361549682617187500e+02 2.822071749768679183e+03 3.268908246176045850e+03
6.855019161208029254e+04 1.623134814522938785e-01 2.277749405609442723e-01 7.711472778320312500e+02 2.860614641188168207e+03 3.181046400260477640e+03
1.844254459252503584e+05 1.111847830792982161e-01 1.769173813966956332e-01 6.259145507812500000e+02 2.557591826709063753e+03 2.928051776656068341e+03
