1.403479159160887066e+05 8.331373000761462810e-01 9.980736351489841729e-01 6.786135864257812500e+02 2.888533574597623556e+03 2.486281592831272519e+03
6.249843268179406004e+04 1.059413507171563129e+00 1.222486322486235233e+00 7.168445434570312500e+02 3.084984603842154684e+03 2.609041237442582315e+03
1.602032308352997643e+04 1.211968169148115448e+00 1.363883777630217731e+00 7.317070312500000000e+02 3.135370410312451895e+03 2.672408988669984410e+03
2.207519100729407000e+04 1.127197628645266514e+00 1.264062087035671356e+00 7.124985961914062500e+02 3.048966016367043721e+03 2.671950024126429525e+03
2.381253786572190074e+04 1.140359641535960034e+00 1.278754040063392994e+00 6.925947875976562500e+02 3.067235002755772712e+03 2.677952056090409769e+03
3.247420869591702649e+04 1.389042636288017496e+00 1.573509306577286493e+00 6.881127929687500000e+02 3.192028942447976078e+03 2.619230010329150446e+03
3.586975516470756702e+04 1.488777355431328608e+00 1.691484571862829078e+00 6.669705810546875000e+02 3.185033534077801505e+03 2.577149550328755595e+03
2.427364317894498890e+04 1.351349675441730236e+00 1.534156971733307673e+00 6.237678833007812500e+02 3.058350307209882430e+03 2.572303549218387161e+03
2.849818704447778146e+04 1.594304973936726544e+00 1.818397080939099464e+00 5.952418212890625000e+02 3.179250440929318756e+03 2.537269142181108691e+03
1.431771174878374150e+05 9.727814329256414538e-01 1.200737622272724847e+00 5.067359008789062500e+02 2.662499981944845331e+03 2.437484476640622233e+03
1.709818429139675805e+06 7.873845794656016972e-01 1.030009332389679733e+00 3.324603881835937500e+02 2.331076485754121677e+03 2.241473824913523913e+03
