time(s),100179,100184,100180,110448,100178,200373,100181,100435,100443,100177
0.0,8.08407,8.6853,2.50854,18.1656,13.205,6.97174,11.2396,0.808715,8.706660000000001,9.92737
0.02,8.07339,8.68225,2.5116,18.1534,13.205,6.97479,11.2427,0.805664,8.70819,9.928889999999999
0.04,8.0566,8.68225,2.50549,18.1503,13.205,6.976319999999999,11.2289,0.808715,8.706660000000001,9.92737
0.06,8.045919999999999,8.6853,2.4978599999999997,18.1534,13.208,6.973269999999999,11.2289,0.808715,8.703610000000001,9.91669
0.08,8.02303,8.68225,2.5131200000000002,18.1366,13.208,6.970210000000001,11.2137,0.808715,8.70209,9.91058
0.1,8.007769999999999,8.680719999999999,2.4948099999999998,18.1366,13.2065,6.985469999999999,11.2183,0.807189,8.70514,9.90448
0.12,7.99862,8.67157,2.4978599999999997,18.1213,13.208,6.98395,11.2061,0.808715,8.703610000000001,9.90143
0.14,7.98488,8.66852,2.5100700000000002,18.1274,13.2095,6.98395,11.2045,0.810241,8.70514,9.89075
0.16,7.97573,8.6731,2.49634,18.1107,13.2141,6.9809,11.1923,0.807189,8.70514,9.89075
0.18,7.96047,8.6731,2.49634,18.1122,13.2187,6.98395,11.1923,0.807189,8.68988,9.88007
0.2,7.94521,8.67004,2.50854,18.1015,13.2126,6.99463,11.1786,0.810241,8.691410000000001,9.87854
0.22,7.93911,8.67157,2.4978599999999997,18.0893,13.2187,6.99463,11.1786,0.810241,8.68988,9.86481
0.24,7.92385,8.65784,2.49634,18.0756,13.2202,6.9931,11.1679,0.808715,8.691410000000001,9.86633
0.26,7.91012,8.659360000000001,2.49939,18.0756,13.2202,6.9931,11.171,0.810241,8.69598,9.85413
0.28,7.902489999999999,8.659360000000001,2.49939,18.0588,13.2263,6.99615,11.1557,0.808715,8.69598,9.84039
0.3,7.89791,8.659360000000001,2.4948099999999998,18.0496,13.2278,6.99768,11.1588,0.807189,8.69293,9.84344
0.32,7.887230000000001,8.659360000000001,2.4948099999999998,18.042,13.2294,7.005310000000001,11.1435,0.808715,8.69293,9.82971
0.34,7.8735,8.656310000000001,2.49939,18.0267,13.2294,7.011410000000001,11.142000000000001,0.805664,8.691410000000001,9.81903
0.36,7.8597600000000005,8.647160000000001,2.5009099999999997,18.012999999999998,13.2324,7.008360000000001,11.142000000000001,0.808715,8.69293,9.81903
0.38,7.8506100000000005,8.64563,2.4978599999999997,17.9932,13.2431,7.0129399999999995,11.1298,0.808715,8.680719999999999,9.80835
0.4,7.839930000000001,8.64563,2.5116,17.980999999999998,13.2431,7.020569999999999,11.1313,0.805664,8.680719999999999,9.79156
0.42,7.824669999999999,8.64563,2.50244,17.9687,13.2446,7.0190399999999995,11.1176,0.807189,8.68225,9.78699
0.44,7.812460000000001,8.64563,2.4978599999999997,17.9535,13.2568,7.0190399999999995,11.116,0.808715,8.680719999999999,9.7702
0.46,7.80025,8.647160000000001,2.4978599999999997,17.9352,13.2568,7.0220899999999995,11.1038,0.808715,8.680719999999999,9.75952
0.48,7.786519999999999,8.63037,2.49634,17.9214,13.2553,7.029719999999999,11.1069,0.807189,8.68225,9.74274
0.5,7.789569999999999,8.63037,2.49939,17.9062,13.2568,7.03125,11.0962,0.805664,8.680719999999999,9.73358
0.52,7.77584,8.63342,2.49939,17.894000000000002,13.2675,7.032780000000001,11.0931,0.807189,8.680719999999999,9.71985
0.54,7.774310000000001,8.63495,2.5100700000000002,17.8802,13.2736,7.03125,11.0855,0.807189,8.6792,9.70764
0.56,7.78499,8.6319,2.4978599999999997,17.8574,13.269,7.032780000000001,11.0825,0.807189,8.680719999999999,9.69849
0.58,7.789569999999999,8.63342,2.49634,17.8421,13.2812,7.03125,11.0687,0.808715,8.67615,9.69086
0.6,7.80483,8.62274,2.4978599999999997,17.8314,13.2812,7.041930000000001,11.0657,0.807189,8.67157,9.68323
0.62,7.812460000000001,8.62122,2.4978599999999997,17.8207,13.2935,7.0434600000000005,11.058,0.810241,8.66852,9.67102
0.64,7.82925,8.62122,2.49634,17.7948,13.2935,7.044980000000001,11.055,0.808715,8.66852,9.65729
0.66,7.852130000000001,8.62274,2.4978599999999997,17.7811,13.2919,7.041930000000001,11.0596,0.808715,8.66699,9.64813
0.68,7.87655,8.62579,2.4978599999999997,17.7689,13.3041,7.0465100000000005,11.0428,0.816345,8.66547,9.63592
0.7,7.899439999999999,8.62274,2.5116,17.7444,13.3072,7.048030000000001,11.0443,0.810241,8.67004,9.62219
0.72,7.9253800000000005,8.612060000000001,2.5100700000000002,17.7322,13.3179,7.041930000000001,11.0291,0.808715,8.66547,9.608460000000001
0.74,7.96047,8.612060000000001,2.5039700000000003,17.7109,13.3209,7.0526100000000005,11.0352,0.8209219999999999,8.66547,9.59473
0.76,7.99862,8.609010000000001,2.4978599999999997,17.6941,13.3286,7.0556600000000005,11.0184,0.807189,8.66699,9.5871
0.78,8.036760000000001,8.609010000000001,2.49634,17.6712,13.3286,7.0556600000000005,11.0168,0.808715,8.66699,9.573360000000001
0.8,8.071860000000001,8.61359,2.5116,17.659000000000002,13.3255,7.057189999999999,11.0092,0.8209219999999999,8.66699,9.564210000000001
0.82,8.11916,8.59833,2.5116,17.6361,13.3377,7.0556600000000005,11.0031,0.808715,8.66699,9.56268
0.84,8.16646,8.59833,2.5131200000000002,17.6239,13.3392,7.0556600000000005,10.9955,0.807189,8.66852,9.547419999999999
0.86,8.21529,8.59375,2.49939,17.6025,13.353,7.0556600000000005,10.9985,0.805664,8.656310000000001,9.538269999999999
0.88,8.26259,8.59985,2.4978599999999997,17.5888,13.353,7.06177,10.9817,0.810241,8.65478,9.52454
0.9,8.31753,8.59985,2.49634,17.5644,13.3636,7.06787,10.9756,0.805664,8.653260000000001,9.51233
0.92,8.36788,8.59833,2.4978599999999997,17.5522,13.3667,7.07092,10.9695,0.807189,8.656310000000001,9.500119999999999
0.94,8.41366,8.58612,2.49634,17.54,13.3789,7.0694,10.9604,0.807189,8.65478,9.487910000000001
0.96,8.462489999999999,8.58765,2.5009099999999997,17.5125,13.3804,7.06787,10.9589,0.805664,8.65478,9.475710000000001
0.98,8.51131,8.58307,2.49939,17.5049,13.3881,7.0694,10.9589,0.811767,8.65478,9.46045
1.0,8.563189999999999,8.584589999999999,2.49939,17.4774,13.3881,7.066339999999999,10.9467,0.810241,8.65478,9.45129
1.02,8.607439999999999,8.58612,2.49634,17.4652,13.4018,7.06787,10.9451,0.808715,8.65478,9.437560000000001
1.04,8.648639999999999,8.58765,2.5009099999999997,17.4408,13.4155,7.0816,10.9344,0.807189,8.64563,9.42535
1.06,8.69442,8.584589999999999,2.4978599999999997,17.4286,13.4155,7.0816,10.9344,0.810241,8.64258,9.41315
1.08,8.73104,8.57391,2.49634,17.4011,13.4277,7.083130000000001,10.9222,0.807189,8.6441,9.41315
