time(s),100211,100213,100217,100215,100212,100210,100214,100216,110416,200377
0.0,3.7216199999999997,2.24152,2.05688,4.635619999999999,12.8677,10.6293,-0.824268,3.05786,5.20935,21.2799
0.02,3.7170400000000003,2.23999,2.05688,4.6340900000000005,12.8677,10.6415,-0.824268,3.05939,5.21088,21.3043
0.04,3.7185699999999997,2.24152,2.05688,4.6310400000000005,12.8662,10.6461,-0.825793,3.05786,5.20935,21.3257
0.06,3.7185699999999997,2.24152,2.04315,4.629519999999999,12.8677,10.6567,-0.824268,3.05939,5.20935,21.3486
0.08,3.7170400000000003,2.24457,2.04468,4.6310400000000005,12.8647,10.6552,-0.822742,3.05786,5.21088,21.375999999999998
0.1,3.7170400000000003,2.24304,2.04315,4.6279900000000005,12.8647,10.6644,-0.824268,3.05939,5.21088,21.3989
0.12,3.7185699999999997,2.24152,2.05536,4.632569999999999,12.8555,10.6781,-0.828845,3.05786,5.21088,21.4111
0.14,3.7200900000000003,2.24152,2.04468,4.6310400000000005,12.8571,10.6781,-0.8441040000000001,3.05786,5.21088,21.4355
0.16,3.7170400000000003,2.23846,2.04163,4.6310400000000005,12.8586,10.6903,-0.841052,3.05939,5.21545,21.4493
0.18,3.7185699999999997,2.24304,2.04315,4.6310400000000005,12.8571,10.6934,-0.838,3.05786,5.20935,21.4584
0.2,3.7200900000000003,2.24152,2.04468,4.632569999999999,12.8555,10.700999999999999,-0.838,3.05786,5.21088,21.46
0.22,3.7200900000000003,2.23846,2.04468,4.635619999999999,12.8571,10.7025,-0.839526,3.05786,5.20935,21.4737
0.24,3.7078900000000004,2.24152,2.04315,4.629519999999999,12.8571,10.7025,-0.851733,3.06244,5.20935,21.4859
0.26,3.7109400000000003,2.24304,2.04468,4.632569999999999,12.8479,10.7132,-0.851733,3.05939,5.19867,21.4844
0.28,3.7048300000000003,2.23999,2.0462,4.6340900000000005,12.8433,10.7132,-0.851733,3.05786,5.19867,21.4966
0.3,3.7078900000000004,2.24304,2.04468,4.6340900000000005,12.8464,10.7162,-0.850208,3.05939,5.19867,21.4935
0.32,3.7078900000000004,2.24152,2.04468,4.6310400000000005,12.8433,10.7147,-0.850208,3.05786,5.19714,21.4935
0.34,3.7094099999999997,2.23999,2.0462,4.632569999999999,12.8479,10.7178,-0.865466,3.05786,5.20019,21.5073
0.36,3.7063599999999997,2.23999,2.0401,4.6310400000000005,12.8448,10.7239,-0.865466,3.05939,5.19867,21.5088
0.38,3.7063599999999997,2.22778,2.04315,4.629519999999999,12.8433,10.73,-0.8639399999999999,3.05786,5.19867,21.5103
0.4,3.7063599999999997,2.22778,2.04163,4.6310400000000005,12.8311,10.7285,-0.8624149999999999,3.05939,5.19867,21.5057
0.42,3.7078900000000004,2.22778,2.04163,4.61426,12.8342,10.73,-0.8639399999999999,3.06091,5.19714,21.5073
0.44,3.7094099999999997,2.22778,2.04468,4.61883,12.8342,10.7285,-0.8639399999999999,3.05939,5.19867,21.4966
0.46,3.7078900000000004,2.22931,2.04163,4.6249400000000005,12.8342,10.7285,-0.8624149999999999,3.06091,5.19562,21.5012
0.48,3.7078900000000004,2.22931,2.0462,4.61883,12.8311,10.7269,-0.8624149999999999,3.05939,5.19714,21.4981
0.5,3.7094099999999997,2.22626,2.04315,4.62036,12.8342,10.7269,-0.8746219999999999,3.06091,5.20019,21.4844
0.52,3.7063599999999997,2.23083,2.04468,4.62036,12.8311,10.7285,-0.8776729999999999,3.05939,5.19867,21.4828
0.54,3.7078900000000004,2.22473,2.0462,4.61883,12.8204,10.7285,-0.8761469999999999,3.05786,5.19867,21.4844
0.56,3.7048300000000003,2.22778,2.04315,4.6218900000000005,12.8174,10.7269,-0.8746219999999999,3.05786,5.19867,21.4737
0.58,3.7033099999999997,2.22473,2.04468,4.62036,12.8189,10.7285,-0.8730959999999999,3.05786,5.19867,21.4661
0.6,3.7063599999999997,2.22931,2.0462,4.62341,12.8174,10.7285,-0.8761469999999999,3.06396,5.18494,21.4569
