3.082391659182123258e+05 1.960830752514248487e-01 1.031814117526502983e+00 1.462629699707031250e+02 2.299681374482735919e+03 2.140434190991632022e+03
1.520576570340439794e+05 2.828036201543454586e-01 1.226471966089420551e+00 1.919393615722656250e+02 2.485522977047457061e+03 2.302094794307407938e+03
4.374335536721196695e+04 3.927790901228563891e-01 1.988592968275215700e+00 2.588472595214843750e+02 2.647130742206432842e+03 2.388674671327119540e+03
3.936787915997795062e+04 3.807861493587449964e-01 1.922746909842892427e+00 2.783267822265625000e+02 2.603687144673127477e+03 2.383798052244343580e+03
3.676487861746474664e+04 3.737863886540585545e-01 2.086202386950820387e+00 2.747854309082031250e+02 2.593640486151730784e+03 2.372931565070095985e+03
3.982962620685811271e+04 3.708692023821378303e-01 1.924524275474672974e+00 2.753813171386718750e+02 2.547848444749989540e+03 2.350024399905196788e+03
2.599045797624368060e+04 3.609198015831112660e-01 2.273205586801687605e+00 3.098400573730468750e+02 2.524202579624963619e+03 2.359402846228287672e+03
4.440844612356125435e+04 3.264834113493946255e-01 2.420175234536750875e+00 3.309406738281250000e+02 2.434014532354119183e+03 2.317423627288273110e+03
3.378011966503503209e+04 3.712263713595821968e-01 2.201378949175323285e+00 2.561083068847656250e+02 2.489510622751700794e+03 2.301620098537710419e+03
6.888486751932129846e+04 3.320348531682369431e-01 1.487205333350540171e+00 3.045582275390625000e+02 2.492859322337645608e+03 2.289880656243103658e+03
8.789277177407089039e+04 3.039019290192593314e-01 1.371811030771719286e+00 3.162367553710937500e+02 2.446455981871944005e+03 2.175167073465823250e+03
