2.325761701006951043e+05 5.119611462131010704e-01 6.621001639282115825e-01 4.929755859375000000e+02 2.556652184847314402e+03 2.706697229399151183e+03
2.191546006807205849e+05 6.184847523143052195e-01 7.598907162620516242e-01 6.746331787109375000e+02 2.867634145208007340e+03 2.884048074247727072e+03
9.293474893002377939e+03 9.255672186686283442e-01 1.075605979731520501e+00 7.567087402343750000e+02 3.428896303109164819e+03 3.024146338168508009e+03
1.357292390482041083e+04 8.433020913023844267e-01 9.771446527795476511e-01 7.392573242187500000e+02 3.347756754969883787e+03 3.038959054421329256e+03
1.004741264779815720e+04 7.511181159233049076e-01 8.715892985731901188e-01 7.413338623046875000e+02 3.190382555404340110e+03 3.035972477200137746e+03
7.530598430804824602e+03 8.302215143452403856e-01 9.659995486735935000e-01 7.465471801757812500e+02 3.330717554292811656e+03 3.060125820932373699e+03
9.154918706530515919e+03 7.675522461055308554e-01 8.965870430615243691e-01 7.544447631835937500e+02 3.235783019203871390e+03 3.059176541565274874e+03
7.891202485296471423e+03 7.309324519589034397e-01 8.656215783508977024e-01 7.569756469726562500e+02 3.164110975826301001e+03 3.040180501959397134e+03
7.535342965537368400e+03 7.729941376015079246e-01 9.275958458194030198e-01 7.689887084960937500e+02 3.263593386116086549e+03 3.073790229097563042e+03
6.906007462887934525e+04 5.357161165732836627e-01 6.718924794613341245e-01 5.757471923828125000e+02 2.576788794280874754e+03 2.838626825483135235e+03
2.451950203623603156e+05 4.380557650019778482e-01 5.746337472843846550e-01 3.009375000000000000e+02 2.156533793178810356e+03 2.591973888847338458e+03
