2.174282632591731090e+05 2.266656365904393400e-01 1.195271794401959076e+00 2.239232482910156250e+02 2.053264692484453462e+03 2.170411052086466498e+03
9.324634840972500388e+04 3.193381792902573180e-01 1.261109768367588702e+00 3.162605895996093750e+02 2.303214275791292494e+03 2.310738183381271483e+03
3.515691857570350112e+04 3.533345487802555529e-01 1.386479174974485140e+00 3.897760314941406250e+02 2.386247329079284100e+03 2.356634320232277787e+03
2.183806640043442894e+04 3.737602760502517496e-01 1.434981255066676953e+00 3.560057067871093750e+02 2.406804836152790813e+03 2.328082681599275475e+03
1.885994462717033093e+04 3.781837851474932899e-01 1.096573237841375503e+00 3.463430175781250000e+02 2.402382021798317965e+03 2.329963642639209411e+03
1.893248748659408011e+04 3.842589418133048884e-01 1.045965284550065100e+00 3.457518005371093750e+02 2.460067605915522563e+03 2.375818860913494973e+03
1.688358060603860213e+04 3.969409061420221541e-01 1.098815198146478878e+00 3.068317871093750000e+02 2.519425348931888948e+03 2.410682429423692156e+03
1.854960549534454549e+04 3.766798922206054390e-01 1.134140871777214787e+00 2.858672790527343750e+02 2.470309799219871365e+03 2.389176362112093102e+03
1.713569511705553668e+04 3.627168432839432688e-01 1.135673744853981759e+00 2.980991821289062500e+02 2.405973931883586829e+03 2.336493286651906146e+03
8.595637862650708121e+04 2.839141737139405097e-01 1.031576639598305700e+00 2.445442352294921875e+02 2.130851269622219661e+03 2.184815236030628967e+03
8.797539670890623238e+05 2.231399830042541388e-01 1.011402940812989426e+00 1.483320007324218750e+02 1.852221538733444049e+03 1.952171494583235472e+03
