1.306342436118831101e+05 2.293414395801226524e-01 7.544232097437333362e-01 1.907465667724609375e+02 1.954729947749254052e+03 2.082646356960781304e+03
5.711246281465858920e+04 2.634304650440789652e-01 8.684337530803365457e-01 2.000416870117187500e+02 2.189237093957431171e+03 2.331957103852204455e+03
1.618758176637323595e+04 2.993951663758596116e-01 9.986973484344656704e-01 1.992606048583984375e+02 2.330858148482155229e+03 2.452650866344063616e+03
1.592073760014131039e+04 3.073479673394960421e-01 1.084135144247074356e+00 1.624475402832031250e+02 2.264447543853055777e+03 2.369940546894171348e+03
1.447548974770024870e+04 2.888923153356334761e-01 1.087717450619065440e+00 1.987671051025390625e+02 2.130533768462077205e+03 2.272533167990418860e+03
1.431073944186995868e+04 2.934945454249895946e-01 1.104152839103764494e+00 2.096733551025390625e+02 2.098861310158131346e+03 2.234885657742918738e+03
1.673817641899824230e+04 2.700214819672926980e-01 1.056893343421670961e+00 2.143088226318359375e+02 2.075816497721772066e+03 2.254640779469621975e+03
1.052394595795304122e+04 2.666655499003307006e-01 1.017085511586473201e+00 2.206515960693359375e+02 2.044669828720142505e+03 2.232373383764423579e+03
1.015965371304591463e+04 2.644384074621364267e-01 9.947019489068024134e-01 2.211110382080078125e+02 2.074007522742511810e+03 2.265872056223706750e+03
4.775387880747413146e+04 2.189265990234951775e-01 8.058724715005436412e-01 1.837377166748046875e+02 2.012839030268167335e+03 2.190656597979607341e+03
1.151308761661520257e+05 1.601529783609647040e-01 6.107397992313476909e-01 1.634680480957031250e+02 1.817398565724700120e+03 1.945072234089637050e+03
