1.474473427968311589e+06 7.283780867352124266e-02 1.814772025955356527e-01 1.767385864257812500e+02 1.368809767744510509e+03 1.637008159965620052e+03
1.173072564183699433e+05 9.236936863216814453e-02 1.734550576401153732e-01 2.477603454589843750e+02 1.497926238622258552e+03 1.972754706840785957e+03
2.137445926078097546e+04 1.231216825431878520e-01 1.833862757164618773e-01 2.819628906250000000e+02 1.645218316589163578e+03 2.280836752951066956e+03
3.070681424745916229e+04 1.243992377920241088e-01 1.890793343331255705e-01 2.648915405273437500e+02 1.619597761477748236e+03 2.235329852904461859e+03
3.718883849513404857e+04 1.277473806147842450e-01 1.898526589253139440e-01 2.846270141601562500e+02 1.648083581599045601e+03 2.274891403508090207e+03
3.633249128754666890e+04 1.273302697965618679e-01 1.914719150617277543e-01 2.892824401855468750e+02 1.640170054462024837e+03 2.276410372435695081e+03
3.614931557804343174e+04 1.369058499054001399e-01 1.991017368640674856e-01 2.763758850097656250e+02 1.668252957623402608e+03 2.285588624613816137e+03
3.305343996903910011e+04 1.291932090903161745e-01 1.888859132708776423e-01 2.931953735351562500e+02 1.669142189313971357e+03 2.299795553734629721e+03
3.468173393775050499e+04 1.441194761456635332e-01 2.124630363106878861e-01 2.784933166503906250e+02 1.673695453368748758e+03 2.261843697267525386e+03
8.754628705146512948e+04 1.285361327143973997e-01 1.850168306166433407e-01 2.162599945068359375e+02 2.084360241342799782e+03 2.168503407533185054e+03
1.737764591318478633e+05 1.002417723705169850e-01 1.389767246441284410e-01 2.234771270751953125e+02 2.459361377254912441e+03 2.288857321154696365e+03
