4.258291275120400824e+06 9.642241306351519159e-02 2.296715113391908647e-01 2.421488800048828125e+02 1.299053965580087151e+03 1.891127622083778760e+03
2.553588005184929352e+06 1.514670589540185741e-01 4.350399371795715120e-01 1.692919921875000000e+02 1.524911231383655149e+03 2.048123542106765854e+03
1.302016377504346892e+05 1.607919314753681606e-01 5.478853916435685312e-01 2.376493377685546875e+02 1.630618395709006109e+03 2.132526633023843715e+03
4.547991672567430942e+04 1.535834402498345019e-01 5.526358714191628163e-01 3.379768066406250000e+02 1.869828134700867167e+03 2.347099989992452720e+03
4.507824633654729405e+04 1.528808120996449083e-01 5.189319733287220959e-01 3.006818542480468750e+02 1.837443185379833494e+03 2.303993843401482081e+03
2.850405312225517991e+04 1.585921353114790322e-01 3.800399367389993288e-01 3.531183471679687500e+02 2.005567935911989252e+03 2.500348681642078645e+03
1.709132632668660881e+04 1.572813181744243671e-01 3.550647823797938862e-01 3.923367919921875000e+02 2.213231383658829145e+03 2.693671087746433841e+03
3.030851190166370725e+04 1.275683805579432006e-01 4.505941752250807175e-01 2.800626220703125000e+02 2.002675828624759106e+03 2.564979055138752301e+03
6.556158522530635310e+03 1.171862444999743902e-01 5.403193235988488219e-01 2.267756652832031250e+02 1.982067456311155865e+03 2.577379978167709396e+03
4.612316513183320694e+02 2.559487908822415392e-01 7.665356186181525588e-01 1.130519866943359375e+02 2.666566839844943388e+03 2.970736841417694450e+03
4.358998160154338279e+02 5.612924057522475918e-01 2.153786573081389655e+00 2.617925415039062500e+02 3.289000198464023924e+03 3.282200513276218771e+03
