-3.396551895141601562e+01 1.885590820312500000e+02 -7.589791107177734375e+01 3.891877746582031250e+01 -3.395237731933593750e+01 1.050301933288574219e+01 1.234786796569824219e+01 -1.277967643737792969e+01 8.591516494750976562e+00 -8.360992431640625000e+00 7.360135078430175781e+00 1.814137268066406250e+01 3.779310703277587891e+00 -2.047220611572265625e+01 -2.882264328002929688e+01 7.124720573425292969e+00 5.898724555969238281e+00 -1.640218353271484375e+01 -1.989552307128906250e+01 -8.691207885742187500e+00
-1.576047973632812500e+02 1.327901611328125000e+02 -1.035619354248046875e+02 3.585751724243164062e+01 -6.152676391601562500e+01 -1.362008476257324219e+01 2.339886093139648438e+01 -1.247435474395751953e+01 2.157405853271484375e+01 -3.235951995849609375e+01 -1.850564765930175781e+01 7.381319522857666016e+00 -8.667455673217773438e+00 -6.849758148193359375e+00 -2.569581604003906250e+01 -8.294882774353027344e-01 -4.971679687500000000e+00 -1.547600555419921875e+01 -8.097400665283203125e-01 -2.000753402709960938e+01
-1.569815216064453125e+02 1.310350341796875000e+02 -1.079626617431640625e+02 3.559744262695312500e+01 -5.656961822509765625e+01 -1.749260139465332031e+01 1.655234527587890625e+01 -1.048629379272460938e+01 2.050582695007324219e+01 -3.109494400024414062e+01 -1.546110439300537109e+01 6.344291210174560547e+00 -1.408561229705810547e+01 -1.668556404113769531e+01 -2.541460037231445312e+01 -4.655524253845214844e+00 -5.059587478637695312e+00 -6.820977687835693359e+00 -1.235685729980468750e+01 -1.998512268066406250e+01
-1.539274749755859375e+02 1.345651245117187500e+02 -1.037248382568359375e+02 3.604413223266601562e+01 -5.822716903686523438e+01 -1.451265048980712891e+01 2.125352287292480469e+01 -4.241432189941406250e+00 2.300605964660644531e+01 -3.083040237426757812e+01 -1.655596923828125000e+01 1.358190774917602539e+00 -1.148338699340820312e+01 -1.117675590515136719e+01 -2.158470916748046875e+01 -4.232025146484375000e-02 -6.210929870605468750e+00 -5.402256965637207031e+00 -5.923091888427734375e+00 -1.709758377075195312e+01
-1.604083557128906250e+02 1.280511474609375000e+02 -1.053014984130859375e+02 3.889678955078125000e+01 -5.584488677978515625e+01 -1.409621810913085938e+01 1.854808235168457031e+01 -1.038111495971679688e+01 2.467921829223632812e+01 -2.644181823730468750e+01 -1.446690654754638672e+01 4.466764926910400391e+00 -1.681997871398925781e+01 -1.534158897399902344e+01 -1.955295562744140625e+01 -1.616439700126647949e+00 -5.259765625000000000e+00 -5.410481452941894531e+00 -9.195041656494140625e+00 -1.582996273040771484e+01
-1.611455535888671875e+02 1.306909484863281250e+02 -1.025968475341796875e+02 3.532672119140625000e+01 -5.827401351928710938e+01 -1.411070442199707031e+01 1.821213150024414062e+01 -7.820952415466308594e+00 2.280780792236328125e+01 -3.457389831542968750e+01 -2.025144386291503906e+01 4.672431945800781250e+00 -8.443779945373535156e+00 -1.182073020935058594e+01 -2.733639526367187500e+01 -4.885129928588867188e+00 -4.784499168395996094e+00 -3.575118303298950195e+00 -5.245459556579589844e+00 -1.998245239257812500e+01
-1.567455596923828125e+02 1.311054687500000000e+02 -1.087484130859375000e+02 3.455439758300781250e+01 -5.808207702636718750e+01 -1.911919212341308594e+01 1.357058525085449219e+01 -1.326539516448974609e+01 2.330840301513671875e+01 -2.977536773681640625e+01 -1.926974105834960938e+01 2.016667127609252930e+00 -1.563658523559570312e+01 -1.447570133209228516e+01 -2.701181221008300781e+01 -5.544732093811035156e+00 -3.874970436096191406e+00 -8.766143798828125000e+00 -9.545132637023925781e+00 -1.937394905090332031e+01
-1.600506134033203125e+02 1.320307922363281250e+02 -1.060184097290039062e+02 3.314806747436523438e+01 -6.316222000122070312e+01 -2.624951171875000000e+01 1.382859992980957031e+01 -1.044718170166015625e+01 2.223728942871093750e+01 -3.017068481445312500e+01 -1.940681076049804688e+01 2.817683935165405273e+00 -1.235618400573730469e+01 -1.198277473449707031e+01 -2.767139053344726562e+01 -6.305598258972167969e+00 -4.894255638122558594e+00 -1.200245285034179688e+01 -9.230593681335449219e+00 -1.542044353485107422e+01
-1.600229492187500000e+02 1.317167358398437500e+02 -1.071777038574218750e+02 3.525386810302734375e+01 -5.920954895019531250e+01 -2.532574653625488281e+01 1.487836837768554688e+01 -1.042379474639892578e+01 2.187115859985351562e+01 -2.996334075927734375e+01 -2.197467231750488281e+01 1.539057374000549316e+00 -1.315059852600097656e+01 -1.422865962982177734e+01 -2.601078414916992188e+01 -3.505934238433837891e+00 -3.803723335266113281e+00 -1.077111434936523438e+01 -1.097382354736328125e+01 -1.939775848388671875e+01
-1.605373687744140625e+02 1.368443603515625000e+02 -1.020151062011718750e+02 3.260298156738281250e+01 -5.907823944091796875e+01 -2.273285675048828125e+01 1.612107086181640625e+01 -6.563381195068359375e+00 2.489631462097167969e+01 -2.729157257080078125e+01 -1.735973548889160156e+01 5.546959400177001953e+00 -8.186660766601562500e+00 -1.143232917785644531e+01 -2.751559066772460938e+01 -3.789941787719726562e+00 -1.863388776779174805e+00 -8.391957283020019531e+00 -8.097387313842773438e+00 -1.455910491943359375e+01
-7.429734039306640625e+01 1.458009033203125000e+02 -4.711335372924804688e+01 2.336533737182617188e+01 -3.540881347656250000e+01 -1.012092494964599609e+01 1.347308158874511719e+00 5.670803546905517578e+00 6.733864307403564453e+00 -2.171271514892578125e+01 -2.402621078491210938e+01 -3.830870389938354492e-01 -5.514412879943847656e+00 -1.453270149230957031e+01 3.282839536666870117e+00 1.166111755371093750e+01 1.174131965637207031e+01 2.932060956954956055e+00 -1.847178077697753906e+01 -1.421767616271972656e+01
